lanebelopp,inkomst,alder,anstallningsform,syfte,ranta,amorteringstid_manader,skuldsattningsgrad,manadskostnad,betalningsborda,tidigare_anmarkning,default
310000,348063,27,Egenföretagare,Konsumtion,9.42,12,0.89,27170,0.937,nej,1
462000,311320,30,Vikariat,Bil,13.17,12,1.48,41301,1.592,nej,1
500000,778407,46,Vikariat,Bil,8.02,48,0.64,12211,0.188,nej,0
455000,448516,46,Fast anställd,Konsumtion,9.73,12,1.01,39945,1.069,nej,0
410000,632411,45,Fast anställd,Bil,6.13,36,0.65,12497,0.237,nej,1
500000,490035,32,Fast anställd,Konsumtion,12.67,72,1.02,9950,0.244,nej,1
122000,175583,47,Egenföretagare,Konsumtion,10.58,12,0.69,10759,0.735,nej,0
163000,239038,26,Fast anställd,Renovering,11.36,72,0.68,3133,0.157,nej,0
500000,399254,48,Fast anställd,Renovering,13.97,24,1.25,23999,0.721,ja,1
376000,707600,35,Fast anställd,Övrigt,8.87,24,0.53,17155,0.291,nej,0
198000,644288,54,Fast anställd,Renovering,9.67,48,0.31,4990,0.093,nej,0
314000,390125,58,Pensionär,Renovering,13.27,24,0.8,14968,0.46,nej,1
279000,270080,55,Egenföretagare,Konsumtion,9.47,12,1.03,24460,1.087,nej,0
500000,860746,34,Fast anställd,Konsumtion,4.0,48,0.58,11290,0.157,nej,0
500000,348811,34,Fast anställd,Konsumtion,7.53,36,1.43,15560,0.535,nej,0
500000,526753,39,Fast anställd,Konsumtion,6.48,72,0.95,8400,0.191,nej,0
500000,487174,31,Fast anställd,Övrigt,11.92,24,1.03,23518,0.579,nej,0
500000,460074,37,Fast anställd,Renovering,9.06,48,1.09,12457,0.325,nej,0
500000,781138,30,Fast anställd,Konsumtion,11.57,36,0.64,16505,0.254,nej,0
333000,382013,30,Fast anställd,Konsumtion,9.58,24,0.87,15302,0.481,nej,1
276000,225852,42,Vikariat,Renovering,10.12,84,1.22,4599,0.244,nej,0
145000,364761,28,Vikariat,Bil,11.1,48,0.4,3755,0.124,nej,0
315000,425091,30,Fast anställd,Konsumtion,13.2,60,0.74,7200,0.203,nej,0
500000,1200000,24,Fast anställd,Bil,13.7,24,0.42,23936,0.239,ja,0
500000,458987,32,Vikariat,Övrigt,13.93,36,1.09,17072,0.446,nej,1
436000,423678,51,Fast anställd,Konsumtion,12.11,36,1.03,14504,0.411,nej,0
297000,216028,62,Pensionär,Konsumtion,9.09,48,1.37,7404,0.411,nej,1
189000,187568,30,Vikariat,Övrigt,11.11,36,1.01,6197,0.396,nej,1
500000,341524,39,Fast anställd,Konsumtion,10.61,24,1.46,23213,0.816,ja,0
443000,509013,34,Fast anställd,Konsumtion,12.71,24,0.87,21001,0.495,nej,0
500000,596935,60,Vikariat,Konsumtion,8.61,48,0.84,12350,0.248,nej,0
220000,724032,36,Fast anställd,Konsumtion,7.69,24,0.3,9919,0.164,nej,0
300000,392457,41,Vikariat,Konsumtion,10.15,36,0.76,9701,0.297,nej,0
293000,183360,44,Arbetslös,Renovering,12.28,12,1.6,26071,1.706,nej,1
318000,397951,47,Vikariat,Övrigt,9.47,24,0.8,14596,0.44,nej,0
277000,407777,40,Fast anställd,Bil,15.36,36,0.68,9651,0.284,ja,0
500000,660945,36,Vikariat,Konsumtion,12.66,60,0.76,11290,0.205,nej,0
191000,457614,58,Fast anställd,Renovering,8.45,36,0.42,6025,0.158,nej,0
500000,474388,37,Fast anställd,Konsumtion,11.51,24,1.05,23422,0.592,nej,0
90000,120000,30,Arbetslös,Övrigt,18.69,36,0.75,3285,0.328,nej,0
399000,456615,31,Fast anställd,Övrigt,10.28,12,0.87,35130,0.923,nej,0
364000,245026,18,Arbetslös,Konsumtion,20.98,36,1.49,13710,0.671,ja,0
278000,215277,72,Pensionär,Konsumtion,11.63,24,1.29,13038,0.727,nej,0
364000,375963,18,Fast anställd,Bil,8.76,24,0.97,16589,0.529,nej,0
500000,645285,37,Fast anställd,Renovering,9.99,36,0.77,16131,0.3,nej,0
422000,291609,35,Fast anställd,Bil,10.82,12,1.45,37262,1.533,nej,0
500000,708021,60,Fast anställd,Bil,7.64,60,0.71,10052,0.17,nej,0
234000,405854,19,Fast anställd,Övrigt,6.34,24,0.58,10407,0.308,ja,1
237000,316159,28,Vikariat,Bil,9.17,24,0.75,10846,0.412,nej,0
271000,329932,36,Fast anställd,Konsumtion,4.1,36,0.82,8013,0.291,nej,0
324000,558112,36,Fast anställd,Övrigt,7.62,36,0.58,10096,0.217,nej,0
197000,620301,64,Pensionär,Konsumtion,5.23,60,0.32,3738,0.072,nej,0
360000,642758,37,Fast anställd,Bil,11.7,24,0.56,16896,0.315,nej,0
434000,287177,25,Egenföretagare,Bil,8.11,36,1.51,13622,0.569,nej,0
500000,727571,41,Fast anställd,Bil,10.86,36,0.69,16336,0.269,nej,0
355000,437644,18,Fast anställd,Konsumtion,11.42,36,0.81,11693,0.321,nej,0
500000,585996,37,Vikariat,Bil,13.1,60,0.85,11402,0.233,nej,0
500000,480381,31,Vikariat,Konsumtion,6.65,48,1.04,11892,0.297,nej,0
101000,122646,74,Pensionär,Övrigt,12.31,48,0.82,2675,0.262,nej,0
267000,267790,55,Egenföretagare,Bil,12.63,12,1.0,23801,1.067,nej,0
281000,709412,34,Egenföretagare,Renovering,14.48,60,0.4,6609,0.112,nej,0
500000,515596,51,Fast anställd,Konsumtion,14.07,24,0.97,24023,0.559,nej,0
285000,341698,34,Fast anställd,Bil,11.49,12,0.83,25254,0.887,nej,0
306000,322289,28,Egenföretagare,Konsumtion,8.22,48,0.95,7502,0.279,nej,1
159000,170566,55,Egenföretagare,Konsumtion,13.63,24,0.93,7606,0.535,nej,0
242000,194445,40,Arbetslös,Bil,9.18,36,1.24,7716,0.476,nej,0
500000,1059959,38,Fast anställd,Övrigt,9.34,48,0.47,12523,0.142,nej,0
500000,648052,44,Fast anställd,Bil,8.24,24,0.77,22668,0.42,nej,0
390000,1200000,40,Egenföretagare,Bil,10.97,24,0.32,18172,0.182,nej,0
500000,665862,37,Fast anställd,Övrigt,10.55,48,0.75,12814,0.231,ja,0
416000,257009,21,Arbetslös,Renovering,13.31,36,1.62,14079,0.657,ja,1
500000,536179,66,Pensionär,Renovering,8.38,24,0.93,22700,0.508,nej,1
500000,557959,44,Fast anställd,Övrigt,8.94,36,0.9,15886,0.342,nej,0
204000,402876,36,Egenföretagare,Renovering,12.95,48,0.51,5468,0.163,ja,1
469000,741424,47,Egenföretagare,Renovering,14.75,36,0.63,16201,0.262,nej,0
500000,813290,41,Fast anställd,Konsumtion,10.56,24,0.61,23202,0.342,nej,0
167000,256789,62,Pensionär,Renovering,10.49,48,0.65,4275,0.2,nej,0
133000,379819,24,Fast anställd,Konsumtion,8.54,24,0.35,6048,0.191,nej,0
279000,309173,67,Pensionär,Bil,6.02,48,0.9,6555,0.254,nej,1
478000,654105,32,Fast anställd,Konsumtion,9.49,24,0.73,21945,0.403,nej,1
262000,376783,70,Pensionär,Bil,14.02,12,0.7,23527,0.749,nej,0
500000,297016,30,Fast anställd,Övrigt,10.06,36,1.68,16148,0.652,nej,1
500000,954613,31,Fast anställd,Bil,12.28,36,0.52,16674,0.21,nej,0
120000,244666,74,Pensionär,Konsumtion,12.6,24,0.49,5682,0.279,nej,0
217000,445622,39,Fast anställd,Övrigt,10.9,36,0.49,7094,0.191,nej,0
500000,356493,30,Fast anställd,Bil,12.71,36,1.4,16777,0.565,ja,1
500000,390265,35,Arbetslös,Renovering,10.94,24,1.28,23290,0.716,nej,0
104000,211190,48,Arbetslös,Renovering,17.31,60,0.49,2602,0.148,ja,0
169000,268917,40,Vikariat,Övrigt,14.95,12,0.63,15250,0.681,ja,1
500000,490104,43,Vikariat,Konsumtion,12.08,36,1.02,16626,0.407,nej,0
455000,639983,30,Fast anställd,Övrigt,5.96,24,0.71,20158,0.378,nej,0
500000,457849,48,Fast anställd,Konsumtion,8.16,24,1.09,22650,0.594,nej,0
500000,656194,61,Fast anställd,Bil,10.51,36,0.76,16254,0.297,nej,0
159000,271345,30,Vikariat,Renovering,13.95,72,0.59,3272,0.145,ja,1
500000,345774,26,Egenföretagare,Övrigt,9.17,48,1.45,12483,0.433,nej,1
126000,161925,39,Egenföretagare,Bil,9.5,24,0.78,5785,0.429,nej,0
167000,228210,46,Egenföretagare,Bil,11.81,48,0.73,4382,0.23,nej,0
500000,920498,37,Fast anställd,Konsumtion,4.0,24,0.54,21712,0.283,nej,0
500000,868480,27,Fast anställd,Renovering,7.63,60,0.58,10050,0.139,nej,0
280000,500331,36,Fast anställd,Bil,11.88,36,0.56,9284,0.223,nej,0
500000,875040,43,Fast anställd,Konsumtion,10.31,72,0.57,9341,0.128,nej,0
160000,462302,33,Fast anställd,Renovering,10.55,48,0.35,4100,0.106,nej,0
424000,275674,71,Pensionär,Renovering,4.93,60,1.54,7988,0.348,nej,0
404000,498709,49,Fast anställd,Konsumtion,8.46,24,0.81,18357,0.442,nej,0
314000,468025,40,Fast anställd,Konsumtion,9.21,60,0.67,6550,0.168,nej,0
500000,453468,37,Fast anställd,Renovering,10.66,24,1.1,23225,0.615,nej,0
500000,783635,46,Egenföretagare,Renovering,14.23,84,0.64,9434,0.144,nej,0
500000,381760,29,Vikariat,Övrigt,13.45,24,1.31,23877,0.751,nej,1
500000,627418,28,Fast anställd,Renovering,8.04,48,0.8,12216,0.234,nej,0
500000,701504,35,Fast anställd,Renovering,8.09,36,0.71,15689,0.268,nej,0
500000,537182,33,Egenföretagare,Bil,14.53,36,0.93,17218,0.385,nej,0
157000,348155,29,Fast anställd,Renovering,8.6,36,0.45,4963,0.171,nej,0
310000,197627,78,Pensionär,Konsumtion,6.79,36,1.57,9542,0.579,nej,0
500000,476579,59,Egenföretagare,Övrigt,11.97,36,1.05,16600,0.418,nej,0
500000,460496,34,Fast anställd,Bil,12.87,48,1.09,13382,0.349,nej,0
500000,504128,38,Fast anställd,Konsumtion,7.24,84,0.99,7605,0.181,nej,0
225000,197992,33,Arbetslös,Övrigt,12.81,48,1.14,6015,0.365,nej,1
370000,1200000,49,Fast anställd,Renovering,7.34,60,0.31,7386,0.074,nej,0
492000,306944,51,Fast anställd,Bil,11.89,48,1.6,12930,0.505,nej,1
118000,163574,20,Egenföretagare,Konsumtion,12.31,36,0.72,3937,0.289,nej,0
227000,216013,39,Arbetslös,Bil,15.02,60,1.05,5403,0.3,nej,1
109000,180935,21,Arbetslös,Konsumtion,17.79,36,0.6,3929,0.261,nej,1
386000,518157,55,Egenföretagare,Konsumtion,7.74,24,0.74,17412,0.403,nej,0
500000,599804,42,Fast anställd,Bil,7.6,36,0.83,15576,0.312,nej,0
500000,766382,29,Fast anställd,Renovering,8.42,48,0.65,12305,0.193,nej,0
258000,208227,35,Egenföretagare,Renovering,10.9,12,1.24,22790,1.313,nej,0
457000,298089,35,Vikariat,Bil,11.81,60,1.53,10122,0.407,nej,0
460000,568107,43,Fast anställd,Renovering,8.27,36,0.81,14472,0.306,nej,0
430000,373674,74,Pensionär,Konsumtion,7.77,48,1.15,10451,0.336,nej,0
500000,1053583,26,Fast anställd,Bil,11.89,12,0.47,44399,0.506,nej,0
500000,683168,56,Fast anställd,Konsumtion,10.87,36,0.73,16339,0.287,nej,0
500000,479320,54,Fast anställd,Bil,10.29,12,1.04,44025,1.102,nej,1
313000,358021,29,Fast anställd,Konsumtion,4.14,12,0.87,26672,0.894,nej,0
365000,401313,38,Fast anställd,Övrigt,12.52,60,0.91,8215,0.246,nej,1
377000,397342,55,Fast anställd,Övrigt,9.96,36,0.95,12158,0.367,nej,1
500000,614971,50,Fast anställd,Bil,9.1,60,0.81,10403,0.203,nej,0
500000,396308,34,Vikariat,Renovering,8.47,36,1.26,15777,0.478,nej,1
111000,228245,46,Egenföretagare,Bil,12.92,48,0.49,2973,0.156,ja,1
500000,310964,67,Vikariat,Bil,9.27,12,1.61,43788,1.69,nej,1
363000,247554,36,Arbetslös,Övrigt,8.69,24,1.47,16532,0.801,nej,0
413000,552982,31,Fast anställd,Konsumtion,7.46,36,0.75,12839,0.279,nej,0
217000,596613,39,Fast anställd,Konsumtion,9.8,36,0.36,6982,0.14,ja,1
454000,332660,69,Pensionär,Konsumtion,9.35,24,1.36,20814,0.751,nej,0
500000,863933,32,Fast anställd,Konsumtion,6.62,60,0.58,9811,0.136,nej,0
368000,210872,39,Arbetslös,Konsumtion,15.89,24,1.75,17999,1.024,nej,1
290000,427150,25,Fast anställd,Renovering,5.34,36,0.68,8736,0.245,nej,0
67000,158112,28,Arbetslös,Renovering,20.99,36,0.42,2524,0.192,ja,0
500000,533579,45,Fast anställd,Konsumtion,11.59,84,0.94,8717,0.196,nej,0
98000,142598,57,Pensionär,Övrigt,6.83,36,0.69,3018,0.254,nej,0
500000,458400,47,Fast anställd,Bil,9.26,24,1.09,22902,0.6,nej,0
73000,188818,18,Arbetslös,Konsumtion,13.04,72,0.39,1467,0.093,nej,0
436000,303287,20,Fast anställd,Bil,15.7,24,1.44,21285,0.842,ja,1
128000,261740,33,Vikariat,Bil,15.87,72,0.49,2767,0.127,nej,0
326000,243388,37,Arbetslös,Renovering,17.53,48,1.34,9496,0.468,nej,1
500000,530061,51,Fast anställd,Konsumtion,7.78,24,0.94,22564,0.511,nej,0
500000,375354,38,Vikariat,Bil,10.52,24,1.33,23193,0.741,nej,0
143000,403213,35,Vikariat,Konsumtion,13.92,48,0.35,3902,0.116,nej,0
372000,505053,43,Fast anställd,Renovering,10.81,12,0.74,32845,0.78,nej,0
226000,559613,29,Vikariat,Konsumtion,13.57,48,0.4,6127,0.131,nej,0
500000,378208,39,Vikariat,Renovering,12.99,36,1.32,16845,0.534,nej,0
228000,191479,60,Pensionär,Bil,9.69,60,1.19,4810,0.301,nej,1
500000,865052,38,Fast anställd,Bil,9.33,24,0.58,22918,0.318,nej,0
276000,556609,36,Fast anställd,Bil,8.83,24,0.5,12587,0.271,ja,1
177000,171559,26,Arbetslös,Renovering,13.22,36,1.03,5983,0.418,nej,1
182000,203613,68,Pensionär,Övrigt,7.25,60,0.89,3625,0.214,nej,0
434000,561613,39,Fast anställd,Bil,8.62,24,0.77,19752,0.422,nej,0
500000,347663,49,Vikariat,Konsumtion,11.05,60,1.44,10884,0.376,nej,1
332000,848267,21,Fast anställd,Konsumtion,9.23,24,0.39,15202,0.215,nej,0
500000,433190,37,Fast anställd,Konsumtion,10.04,24,1.15,23082,0.639,nej,1
500000,364731,30,Fast anställd,Konsumtion,11.16,24,1.37,23341,0.768,nej,0
500000,668992,46,Fast anställd,Övrigt,8.46,48,0.75,12315,0.221,nej,0
500000,500743,45,Vikariat,Övrigt,12.32,36,1.0,16684,0.4,nej,1
375000,518672,43,Fast anställd,Bil,12.35,60,0.72,8408,0.195,nej,0
282000,235411,27,Arbetslös,Konsumtion,19.55,36,1.2,10416,0.531,ja,0
100000,196924,43,Arbetslös,Renovering,13.73,60,0.51,2313,0.141,nej,0
186000,393113,22,Vikariat,Renovering,13.45,24,0.47,8882,0.271,nej,0
500000,735088,20,Fast anställd,Bil,14.55,72,0.68,10451,0.171,ja,0
500000,608566,25,Fast anställd,Övrigt,11.05,48,0.82,12935,0.255,nej,0
162000,406509,37,Egenföretagare,Konsumtion,15.69,36,0.4,5671,0.167,nej,0
266000,581477,44,Vikariat,Konsumtion,11.86,48,0.46,6987,0.144,nej,0
245000,213694,18,Fast anställd,Renovering,13.44,72,1.15,4975,0.279,nej,1
344000,548872,75,Pensionär,Bil,9.13,36,0.63,10960,0.24,nej,0
216000,177764,68,Pensionär,Bil,8.42,24,1.22,9811,0.662,nej,0
105000,169944,19,Arbetslös,Konsumtion,18.07,24,0.62,5246,0.37,nej,1
205000,433454,39,Egenföretagare,Renovering,9.63,84,0.47,3364,0.093,nej,0
384000,344115,48,Vikariat,Konsumtion,15.51,36,1.12,13408,0.468,nej,1
500000,695400,43,Fast anställd,Övrigt,12.75,60,0.72,11313,0.195,nej,0
202000,152594,45,Arbetslös,Övrigt,14.49,24,1.32,9745,0.766,nej,0
490000,320689,59,Pensionär,Övrigt,12.5,36,1.53,16392,0.613,nej,0
279000,399362,33,Fast anställd,Bil,11.16,48,0.7,7233,0.217,nej,0
500000,542150,28,Fast anställd,Övrigt,6.27,72,0.92,8350,0.185,nej,0
413000,477982,55,Fast anställd,Övrigt,11.46,48,0.86,10767,0.27,ja,0
500000,463456,44,Egenföretagare,Övrigt,12.31,12,1.08,44497,1.152,nej,1
174000,173254,63,Arbetslös,Övrigt,19.73,60,1.0,4584,0.317,ja,0
287000,409002,33,Fast anställd,Övrigt,12.77,48,0.7,7667,0.225,nej,0
276000,400530,30,Vikariat,Renovering,11.19,24,0.69,12888,0.386,nej,0
500000,680307,36,Fast anställd,Renovering,6.33,48,0.73,11818,0.208,nej,0
71000,171173,48,Arbetslös,Konsumtion,14.36,72,0.41,1477,0.104,ja,1
387000,228517,65,Pensionär,Konsumtion,11.36,12,1.69,34269,1.8,nej,0
252000,356481,68,Pensionär,Bil,4.94,84,0.71,3555,0.12,nej,0
388000,483411,38,Fast anställd,Konsumtion,5.97,24,0.8,17191,0.427,nej,0
424000,653876,38,Fast anställd,Renovering,8.57,48,0.65,10465,0.192,nej,1
108000,356101,31,Fast anställd,Renovering,11.82,24,0.3,5075,0.171,nej,0
351000,262287,36,Fast anställd,Bil,8.96,48,1.34,8728,0.399,nej,1
299000,252735,66,Pensionär,Renovering,10.65,36,1.18,9739,0.462,nej,1
456000,301589,37,Egenföretagare,Konsumtion,11.97,24,1.51,21459,0.854,nej,0
70000,194911,44,Arbetslös,Övrigt,18.33,36,0.36,2542,0.157,ja,1
287000,169530,52,Arbetslös,Konsumtion,11.88,36,1.69,9516,0.674,nej,0
373000,469468,29,Vikariat,Konsumtion,12.92,24,0.79,17719,0.453,nej,0
500000,383051,34,Egenföretagare,Renovering,9.31,48,1.31,12516,0.392,nej,1
95000,206409,26,Arbetslös,Konsumtion,12.88,48,0.46,2543,0.148,nej,1
440000,310919,69,Pensionär,Övrigt,12.37,24,1.42,20788,0.802,nej,0
500000,523469,32,Fast anställd,Konsumtion,7.59,72,0.96,8667,0.199,nej,0
405000,484830,40,Fast anställd,Renovering,5.61,12,0.84,34784,0.861,nej,0
244000,584615,49,Fast anställd,Övrigt,4.21,24,0.42,10619,0.218,nej,0
196000,162931,18,Arbetslös,Övrigt,20.02,36,1.2,7286,0.537,ja,1
200000,591132,42,Vikariat,Bil,11.89,12,0.34,17759,0.361,nej,1
473000,450094,33,Fast anställd,Renovering,8.64,12,1.05,41286,1.101,nej,0
276000,228881,42,Vikariat,Bil,7.25,60,1.21,5498,0.288,nej,0
500000,386862,29,Vikariat,Renovering,9.65,36,1.29,16052,0.498,nej,1
500000,362974,49,Fast anställd,Övrigt,12.45,36,1.38,16715,0.553,nej,1
425000,617149,47,Fast anställd,Övrigt,6.33,48,0.69,10046,0.195,nej,0
500000,784939,43,Vikariat,Konsumtion,14.06,48,0.64,13678,0.209,nej,0
301000,371275,45,Fast anställd,Konsumtion,5.26,48,0.81,6967,0.225,nej,0
500000,522398,30,Egenföretagare,Konsumtion,9.41,36,0.96,15995,0.367,nej,0
449000,264493,31,Fast anställd,Bil,9.77,48,1.7,11338,0.514,nej,0
500000,339820,72,Pensionär,Konsumtion,11.87,72,1.47,9741,0.344,nej,1
456000,265667,30,Vikariat,Övrigt,18.92,24,1.72,22969,1.037,ja,1
471000,291066,52,Vikariat,Övrigt,13.24,48,1.62,12692,0.523,nej,0
380000,213120,66,Pensionär,Renovering,13.38,60,1.78,8720,0.491,nej,0
500000,631752,43,Fast anställd,Bil,9.96,72,0.79,9253,0.176,nej,0
500000,695618,58,Fast anställd,Bil,7.95,12,0.72,43483,0.75,nej,0
500000,492960,30,Fast anställd,Konsumtion,12.46,72,1.01,9895,0.241,nej,0
158000,287157,38,Egenföretagare,Konsumtion,14.82,48,0.55,4383,0.183,nej,0
232000,631803,48,Vikariat,Bil,16.71,48,0.37,6660,0.126,ja,1
189000,304003,47,Egenföretagare,Konsumtion,12.15,24,0.62,8910,0.352,nej,0
336000,229415,34,Fast anställd,Bil,12.98,48,1.46,9011,0.471,nej,0
500000,574029,32,Fast anställd,Bil,10.35,36,0.87,16216,0.339,nej,1
211000,332145,35,Fast anställd,Övrigt,9.45,48,0.64,5296,0.191,nej,0
500000,691081,52,Fast anställd,Renovering,11.31,48,0.72,12998,0.226,nej,1
162000,316982,35,Vikariat,Renovering,14.24,24,0.51,7796,0.295,ja,1
500000,603981,38,Fast anställd,Renovering,11.71,24,0.83,23469,0.466,nej,0
500000,798527,33,Fast anställd,Renovering,9.17,36,0.63,15939,0.24,nej,0
362000,206352,72,Pensionär,Konsumtion,14.97,48,1.75,10069,0.586,ja,1
210000,401082,39,Fast anställd,Konsumtion,11.64,48,0.52,5493,0.164,nej,0
500000,476162,27,Fast anställd,Bil,10.03,48,1.05,12688,0.32,nej,0
500000,954340,28,Egenföretagare,Renovering,10.18,60,0.52,10668,0.134,nej,0
358000,388312,18,Fast anställd,Renovering,12.6,48,0.92,9533,0.295,nej,0
294000,294173,29,Vikariat,Bil,7.77,36,1.0,9182,0.375,nej,0
424000,342299,72,Pensionär,Konsumtion,7.11,36,1.24,13113,0.46,nej,0
308000,172076,48,Arbetslös,Bil,12.94,60,1.79,6998,0.488,nej,1
500000,515753,44,Fast anställd,Renovering,4.0,60,0.97,9208,0.214,nej,0
227000,134876,40,Arbetslös,Renovering,19.19,60,1.68,5912,0.526,nej,1
500000,1061310,36,Fast anställd,Renovering,9.54,36,0.47,16026,0.181,nej,0
273000,305071,45,Fast anställd,Renovering,13.35,48,0.89,7371,0.29,nej,0
461000,436868,40,Fast anställd,Konsumtion,14.01,60,1.06,10729,0.295,nej,0
154000,197181,53,Arbetslös,Bil,16.03,48,0.78,4367,0.266,ja,1
500000,954975,37,Fast anställd,Renovering,15.13,24,0.52,24274,0.305,ja,1
427000,307522,51,Fast anställd,Konsumtion,6.85,60,1.39,8425,0.329,nej,0
500000,725267,46,Vikariat,Konsumtion,13.93,36,0.69,17072,0.282,ja,1
500000,637310,45,Fast anställd,Bil,8.32,84,0.78,7873,0.148,nej,0
500000,565792,18,Fast anställd,Renovering,11.24,48,0.88,12981,0.275,nej,1
112000,346409,47,Fast anställd,Konsumtion,11.71,36,0.32,3705,0.128,nej,0
500000,597135,36,Fast anställd,Konsumtion,9.1,24,0.84,22865,0.459,nej,1
469000,379564,33,Fast anställd,Bil,10.86,36,1.24,15323,0.484,nej,1
500000,761717,23,Fast anställd,Bil,11.86,24,0.66,23504,0.37,nej,0
93000,257848,37,Vikariat,Renovering,11.64,72,0.36,1801,0.084,nej,0
500000,469956,38,Fast anställd,Konsumtion,19.54,48,1.06,15093,0.385,ja,1
180000,402582,24,Fast anställd,Konsumtion,9.16,60,0.45,3750,0.112,nej,0
115000,220519,59,Pensionär,Renovering,13.64,24,0.52,5502,0.299,nej,0
500000,633783,42,Fast anställd,Bil,12.36,12,0.79,44509,0.843,nej,1
282000,436878,46,Vikariat,Övrigt,6.1,36,0.65,8592,0.236,nej,0
500000,746501,39,Fast anställd,Bil,13.23,72,0.67,10098,0.162,nej,0
280000,262247,49,Fast anställd,Bil,12.18,24,1.07,13204,0.604,nej,1
445000,709602,37,Fast anställd,Konsumtion,9.79,60,0.63,9409,0.159,nej,0
500000,1175150,37,Fast anställd,Renovering,10.42,12,0.43,44056,0.45,nej,0
125000,417452,28,Fast anställd,Konsumtion,10.73,24,0.3,5810,0.167,nej,0
500000,949130,22,Fast anställd,Konsumtion,12.94,48,0.53,13399,0.169,nej,0
142000,445919,56,Fast anställd,Övrigt,8.47,24,0.32,6453,0.174,nej,0
93000,302445,49,Fast anställd,Konsumtion,13.47,12,0.31,8327,0.33,nej,0
500000,439339,24,Fast anställd,Bil,6.79,24,1.14,22339,0.61,nej,1
500000,705647,39,Fast anställd,Konsumtion,5.1,48,0.71,11537,0.196,nej,1
500000,364629,36,Fast anställd,Övrigt,10.98,36,1.37,16365,0.539,nej,1
268000,396282,35,Fast anställd,Bil,12.65,36,0.68,8985,0.272,nej,0
265000,445850,33,Vikariat,Renovering,10.95,36,0.59,8669,0.233,nej,0
500000,489466,41,Fast anställd,Övrigt,4.0,24,1.02,21712,0.532,nej,1
500000,592621,46,Egenföretagare,Renovering,6.91,24,0.84,22366,0.453,nej,0
331000,393659,42,Vikariat,Renovering,12.17,24,0.84,15608,0.476,nej,1
500000,578312,36,Fast anställd,Bil,9.47,48,0.86,12554,0.26,nej,0
123000,260487,67,Pensionär,Bil,12.71,60,0.47,2780,0.128,nej,0
111000,210645,44,Arbetslös,Konsumtion,15.73,24,0.53,5421,0.309,ja,0
407000,353422,42,Fast anställd,Bil,7.65,24,1.15,18343,0.623,nej,0
348000,767544,38,Fast anställd,Renovering,10.27,24,0.45,16102,0.252,nej,0
194000,322179,37,Egenföretagare,Konsumtion,14.49,72,0.6,4049,0.151,nej,0
500000,777954,41,Egenföretagare,Konsumtion,13.97,24,0.64,23999,0.37,nej,0
435000,450555,33,Fast anställd,Övrigt,9.22,48,0.97,10870,0.29,nej,0
193000,524761,46,Fast anställd,Bil,9.67,24,0.37,8877,0.203,nej,0
431000,411170,27,Fast anställd,Renovering,11.45,48,1.05,11234,0.328,nej,1
500000,342628,33,Fast anställd,Konsumtion,7.63,24,1.46,22529,0.789,nej,1
66000,196680,44,Vikariat,Renovering,12.1,60,0.34,1471,0.09,nej,0
421000,337944,26,Fast anställd,Renovering,8.92,12,1.25,36801,1.307,nej,0
500000,436538,22,Fast anställd,Konsumtion,9.31,36,1.15,15972,0.439,nej,0
378000,491855,38,Egenföretagare,Bil,12.42,48,0.77,10032,0.245,nej,0
346000,696367,21,Fast anställd,Konsumtion,9.82,48,0.5,8746,0.151,nej,0
152000,418312,25,Fast anställd,Konsumtion,14.28,72,0.36,3155,0.091,nej,0
360000,284651,45,Egenföretagare,Bil,9.54,48,1.26,9051,0.382,nej,1
217000,192371,66,Pensionär,Renovering,8.46,24,1.13,9860,0.615,nej,1
372000,578400,50,Fast anställd,Bil,16.3,48,0.64,10600,0.22,ja,0
500000,793428,25,Fast anställd,Renovering,10.61,36,0.63,16277,0.246,nej,0
500000,761629,37,Fast anställd,Övrigt,11.42,12,0.66,44289,0.698,nej,0
447000,626858,41,Fast anställd,Konsumtion,6.92,24,0.71,19997,0.383,nej,0
500000,611389,26,Fast anställd,Bil,10.12,60,0.82,10653,0.209,nej,0
500000,885730,48,Fast anställd,Renovering,11.53,48,0.56,13052,0.177,nej,0
500000,549205,43,Fast anställd,Renovering,7.81,24,0.91,22570,0.493,nej,1
292000,613015,21,Fast anställd,Övrigt,11.07,60,0.48,6359,0.124,nej,0
