lanebelopp,kontantinsats_procent,inkomst,skuldkvot,bostadsort,ranta,tidigare_betalningsanmarkning,default
4302257,12.2,776144,5.54,Stockholm,3.03,nej,1
2885590,16.6,490312,5.89,Malmo,2.85,nej,0
1227988,20.2,300000,4.09,Ovrigt,3.13,nej,0
2106172,24.2,371624,5.67,Malmo,3.14,nej,0
1510790,13.6,568649,2.66,Ovrigt,3.74,nej,0
2594724,15.9,562791,4.61,Goteborg,3.2,nej,1
5000000,16.7,749722,6.67,Stockholm,3.56,nej,0
1439267,24.1,466572,3.08,Ovrigt,2.37,nej,0
5000000,16.4,1144607,4.37,Stockholm,2.56,nej,1
1061953,15.8,439950,2.41,Ovrigt,2.95,ja,0
3765016,15.7,511749,7.36,Stockholm,2.96,nej,1
1034851,10.9,300000,3.45,Ovrigt,3.23,nej,0
2366095,17.5,659900,3.59,Stockholm,4.93,ja,0
1422473,15.8,300000,4.74,Ovrigt,2.7,nej,0
1689595,11.5,454196,3.72,Goteborg,4.68,ja,1
807831,20.0,368672,2.19,Ovrigt,2.7,nej,0
1338324,10.7,346006,3.87,Stockholm,3.21,nej,0
1467023,13.2,305191,4.81,Malmo,3.53,ja,0
2785880,17.7,553414,5.03,Ovrigt,2.65,nej,0
1704684,12.6,536211,3.18,Goteborg,2.69,nej,0
1897021,13.5,460798,4.12,Malmo,4.16,nej,0
1566386,17.1,500087,3.13,Malmo,3.46,ja,0
2850760,14.5,507398,5.62,Goteborg,4.48,ja,0
2118879,17.9,727336,2.91,Malmo,3.61,nej,0
1552187,15.1,464804,3.34,Malmo,2.83,nej,0
812792,13.4,300000,2.71,Ovrigt,3.2,nej,1
5000000,10.7,1146302,4.36,Stockholm,3.27,nej,1
5000000,10.8,692550,7.22,Stockholm,3.49,nej,0
1152898,13.3,316253,3.65,Ovrigt,2.96,nej,0
689482,11.5,300000,2.3,Ovrigt,2.3,nej,0
2817836,15.2,572842,4.92,Goteborg,2.78,nej,1
2233763,13.3,422156,5.29,Malmo,3.9,nej,0
4317003,13.8,1120918,3.85,Stockholm,3.18,nej,0
1862131,18.2,520027,3.58,Stockholm,2.95,nej,0
1214789,15.2,349775,3.47,Goteborg,2.9,ja,0
3933667,10.4,699638,5.62,Goteborg,3.94,nej,1
2927964,17.1,640569,4.57,Malmo,3.08,nej,1
3647771,14.8,638872,5.71,Stockholm,3.85,nej,0
1504361,14.3,524679,2.87,Ovrigt,3.61,nej,0
1227683,15.3,394322,3.11,Ovrigt,3.68,nej,0
2856770,11.9,485796,5.88,Malmo,4.2,nej,1
2864579,14.3,779179,3.68,Goteborg,3.27,nej,0
5000000,12.7,766911,6.52,Stockholm,3.12,nej,0
1441078,11.4,374104,3.85,Ovrigt,4.14,nej,0
2227681,11.7,759902,2.93,Malmo,3.7,nej,0
1612881,12.6,300000,5.38,Stockholm,2.78,nej,1
4500036,11.3,909662,4.95,Ovrigt,3.83,nej,0
1011069,16.0,300000,3.37,Ovrigt,4.11,nej,0
1462058,14.0,311502,4.69,Ovrigt,2.0,nej,0
1137282,12.5,393813,2.89,Ovrigt,3.22,ja,0
1876822,10.9,417236,4.5,Malmo,2.71,nej,1
4386878,11.9,731289,6.0,Goteborg,3.63,nej,1
1459214,13.5,300000,4.86,Ovrigt,4.34,ja,1
1586373,14.4,444322,3.57,Ovrigt,3.51,nej,0
2919388,12.9,473882,6.16,Stockholm,3.73,nej,1
2193203,11.1,672028,3.26,Stockholm,2.54,nej,1
1774684,13.9,476437,3.72,Goteborg,2.48,nej,0
1227377,14.8,415473,2.95,Ovrigt,3.95,nej,1
772050,17.8,321267,2.4,Ovrigt,3.26,nej,0
2202412,15.8,486978,4.52,Stockholm,4.5,ja,1
1798504,14.6,496286,3.62,Malmo,2.78,nej,0
4621208,15.7,713177,6.48,Goteborg,2.57,nej,1
1296403,16.8,315113,4.11,Ovrigt,2.44,nej,0
1017709,15.8,300000,3.39,Ovrigt,3.68,nej,0
2591196,18.5,511643,5.06,Ovrigt,3.88,nej,1
1611944,11.7,482626,3.34,Goteborg,3.96,ja,0
3123634,11.7,681600,4.58,Goteborg,2.91,nej,0
2574801,19.7,415684,6.19,Stockholm,3.58,nej,0
1050867,15.4,300000,3.5,Stockholm,3.57,nej,0
1377269,17.1,323449,4.26,Ovrigt,2.0,nej,0
726631,13.1,300000,2.42,Ovrigt,2.99,nej,0
986153,12.3,387892,2.54,Ovrigt,3.69,ja,0
806775,18.3,310289,2.6,Ovrigt,3.86,nej,0
3422217,11.5,595053,5.75,Malmo,3.15,nej,1
1483153,20.4,356731,4.16,Ovrigt,3.29,nej,0
1732426,13.0,425146,4.07,Ovrigt,3.16,nej,0
1610637,11.9,426366,3.78,Ovrigt,3.36,nej,0
2958449,17.2,645630,4.58,Stockholm,2.38,nej,1
2489230,20.6,484246,5.14,Goteborg,2.84,nej,0
3747679,12.4,732515,5.12,Stockholm,2.0,nej,0
767283,11.6,300000,2.56,Ovrigt,2.93,nej,0
3804789,13.5,774340,4.91,Malmo,3.5,nej,1
2085984,15.7,543282,3.84,Stockholm,2.72,nej,1
950202,14.2,300000,3.17,Malmo,3.05,nej,0
2557536,17.8,476979,5.36,Malmo,3.43,nej,0
1840631,14.9,347850,5.29,Goteborg,4.83,nej,0
4770017,19.0,779286,6.12,Stockholm,3.15,nej,1
4244023,10.9,1070720,3.96,Malmo,3.63,nej,0
1526233,14.6,356957,4.28,Goteborg,3.09,nej,1
1910562,12.0,457233,4.18,Ovrigt,3.41,nej,0
1679706,16.7,300000,5.6,Goteborg,3.18,nej,0
1748617,13.8,480009,3.64,Ovrigt,2.95,nej,0
1829190,16.0,310430,5.89,Malmo,3.08,nej,0
2014017,11.3,344574,5.84,Malmo,3.95,nej,0
1005593,14.4,300000,3.35,Ovrigt,4.35,ja,0
3872468,14.4,655307,5.91,Goteborg,2.48,nej,0
5000000,13.0,893517,5.6,Stockholm,2.95,nej,1
3362757,13.5,602808,5.58,Stockholm,2.66,nej,0
686555,16.1,300000,2.29,Ovrigt,3.76,nej,0
3767281,18.7,835519,4.51,Malmo,2.74,nej,0
1441265,18.4,300000,4.8,Ovrigt,4.67,ja,1
2039882,18.3,300000,6.8,Stockholm,3.79,nej,1
4898058,11.4,717376,6.83,Stockholm,3.29,nej,0
1526954,16.5,383881,3.98,Stockholm,3.53,nej,0
2998815,16.9,726100,4.13,Goteborg,3.5,ja,1
1259681,12.2,379855,3.32,Malmo,3.71,nej,0
2468969,15.0,622491,3.97,Goteborg,2.46,nej,0
4266375,10.8,856491,4.98,Goteborg,3.37,ja,1
963069,21.1,300000,3.21,Ovrigt,3.02,nej,0
2762606,14.0,476215,5.8,Stockholm,3.79,nej,1
2105336,15.8,474364,4.44,Goteborg,4.22,nej,1
2204838,15.3,740455,2.98,Ovrigt,2.93,nej,0
1171286,14.4,375737,3.12,Goteborg,3.14,nej,0
1960643,13.1,348780,5.62,Malmo,2.49,nej,0
1046355,14.9,484685,2.16,Ovrigt,3.15,nej,0
676840,11.2,317778,2.13,Ovrigt,3.86,nej,0
4450927,14.2,634765,7.01,Stockholm,2.12,nej,0
1527153,16.1,300000,5.09,Ovrigt,3.21,nej,0
5000000,23.7,1185567,4.22,Goteborg,3.63,nej,0
1156289,12.5,348333,3.32,Stockholm,3.23,nej,0
1557408,14.1,429896,3.62,Goteborg,3.48,ja,0
1982110,18.4,395144,5.02,Ovrigt,3.73,nej,0
5000000,14.1,1050813,4.76,Goteborg,2.71,nej,1
2049064,13.3,351533,5.83,Stockholm,2.73,nej,0
3256476,15.3,978211,3.33,Malmo,2.09,nej,0
2680312,12.1,808447,3.32,Stockholm,3.4,nej,0
2360255,19.2,705624,3.34,Stockholm,3.33,nej,0
2430581,20.5,402780,6.03,Stockholm,2.86,nej,1
2513578,18.4,750471,3.35,Stockholm,2.66,nej,0
3474654,13.5,447130,7.77,Stockholm,3.17,nej,0
4048421,16.4,991192,4.08,Stockholm,3.26,nej,1
1496297,13.5,300011,4.99,Malmo,2.48,nej,1
2257681,15.1,570767,3.96,Stockholm,2.03,nej,0
2729576,14.2,478250,5.71,Stockholm,2.16,nej,0
709445,12.1,300000,2.36,Ovrigt,2.33,nej,0
3750354,12.5,657715,5.7,Goteborg,2.87,ja,1
2492256,12.3,548083,4.55,Malmo,3.15,nej,0
3527686,12.9,968597,3.64,Stockholm,3.25,nej,0
2133320,12.6,300000,7.11,Stockholm,3.1,nej,1
5000000,19.6,914075,5.47,Stockholm,3.42,nej,0
5000000,14.6,1200000,4.17,Stockholm,3.44,nej,0
3699127,12.4,498492,7.42,Stockholm,3.4,nej,1
5000000,15.9,1200000,4.17,Stockholm,3.25,nej,1
1937205,11.2,537527,3.6,Stockholm,2.57,nej,0
1310777,13.0,344909,3.8,Stockholm,2.4,nej,1
2835188,18.5,432677,6.55,Goteborg,3.59,ja,0
4966873,13.8,908256,5.47,Stockholm,3.88,nej,0
1282261,14.0,349664,3.67,Goteborg,4.61,nej,0
2197088,12.7,384563,5.71,Goteborg,4.2,ja,1
1921307,17.0,560966,3.42,Malmo,3.41,nej,0
3921702,15.1,597927,6.56,Stockholm,3.84,nej,1
2334624,17.7,505776,4.62,Ovrigt,4.86,ja,1
2552005,19.5,486567,5.24,Malmo,3.5,ja,1
3253497,11.2,723495,4.5,Stockholm,4.94,nej,0
1117927,12.1,336744,3.32,Ovrigt,4.15,nej,0
1473235,15.2,439192,3.35,Ovrigt,2.38,nej,0
2260554,11.4,412112,5.49,Stockholm,2.6,nej,1
4010992,15.4,999862,4.01,Stockholm,4.89,nej,0
1078150,15.5,310608,3.47,Ovrigt,3.82,nej,0
2291642,11.9,628781,3.64,Ovrigt,3.65,ja,0
3083626,15.1,543919,5.67,Stockholm,3.25,nej,1
4519562,16.9,647451,6.98,Stockholm,3.65,nej,0
1902001,13.3,401119,4.74,Goteborg,3.73,nej,0
1184908,13.1,325657,3.64,Goteborg,4.54,ja,0
1446285,10.3,300000,4.82,Malmo,3.35,nej,1
1865631,16.1,320574,5.82,Goteborg,3.37,nej,0
1709329,10.9,429525,3.98,Goteborg,2.98,nej,0
1762385,17.3,435718,4.04,Ovrigt,2.64,nej,0
3505617,12.7,894617,3.92,Stockholm,2.95,ja,0
2401277,16.2,499666,4.81,Stockholm,3.11,nej,0
1448982,14.6,300000,4.83,Ovrigt,3.41,nej,1
1450842,15.3,300000,4.84,Ovrigt,2.33,nej,0
2941523,12.4,592452,4.96,Goteborg,4.43,nej,0
4637270,13.4,850243,5.45,Goteborg,2.78,nej,0
5000000,11.7,991061,5.05,Stockholm,2.69,nej,1
4183117,10.6,649509,6.44,Goteborg,3.18,nej,0
2926394,14.6,631224,4.64,Goteborg,2.0,nej,0
5000000,16.6,1177671,4.25,Stockholm,3.42,nej,1
3506441,14.2,682032,5.14,Stockholm,2.61,nej,0
1916606,15.0,633143,3.03,Goteborg,2.05,nej,0
2717665,14.9,525279,5.17,Stockholm,3.29,nej,0
2371526,11.8,346342,6.85,Stockholm,3.29,nej,0
3140059,16.1,454276,6.91,Stockholm,5.0,ja,1
4349718,19.3,595011,7.31,Stockholm,3.31,nej,0
2131941,12.4,611893,3.48,Stockholm,3.3,nej,0
3194783,12.2,865025,3.69,Ovrigt,3.22,nej,0
1314417,17.4,457032,2.88,Malmo,2.0,nej,0
2270471,11.1,708947,3.2,Malmo,3.64,ja,0
1615633,18.0,336370,4.8,Ovrigt,3.17,nej,0
2012547,12.2,431632,4.66,Goteborg,3.11,nej,1
2351842,14.7,350949,6.7,Stockholm,2.7,nej,0
1089219,12.8,363330,3.0,Goteborg,3.54,nej,0
2162458,18.0,546228,3.96,Malmo,2.61,nej,0
1658641,14.4,401524,4.13,Ovrigt,3.62,nej,0
2326813,14.4,712956,3.26,Goteborg,3.43,nej,0
3038724,20.7,642101,4.73,Stockholm,4.99,ja,1
1837996,15.9,518667,3.54,Stockholm,2.92,nej,0
5000000,13.5,1154662,4.33,Goteborg,4.0,nej,0
2513206,13.8,426103,5.9,Malmo,3.33,nej,0
3800370,16.7,704469,5.39,Malmo,3.15,nej,0
2707862,12.3,416447,6.5,Goteborg,2.69,nej,0
2467455,12.6,531702,4.64,Ovrigt,3.44,nej,0
3522614,12.8,641270,5.49,Malmo,3.89,ja,1
3814418,14.5,649135,5.88,Stockholm,3.18,nej,1
1682414,13.1,300000,5.61,Stockholm,3.67,nej,0
3067083,11.6,601571,5.1,Stockholm,3.18,nej,1
5000000,11.3,976943,5.12,Stockholm,3.39,nej,1
3007735,19.7,737478,4.08,Stockholm,4.11,nej,0
2502397,15.2,713783,3.51,Stockholm,3.54,nej,0
2268875,19.7,300000,7.56,Stockholm,3.69,ja,1
1462629,16.3,447672,3.27,Stockholm,2.96,nej,0
2374205,11.4,471909,5.03,Ovrigt,3.28,nej,0
4620903,13.6,703732,6.57,Stockholm,4.47,nej,0
3190964,16.2,794816,4.01,Goteborg,2.4,nej,0
2508531,15.3,461415,5.44,Goteborg,3.66,ja,1
2146291,14.9,470866,4.56,Ovrigt,4.02,nej,0
2624724,19.5,601119,4.37,Stockholm,3.57,nej,0
1883858,18.7,329464,5.72,Goteborg,3.12,nej,1
1355399,13.6,300000,4.52,Ovrigt,2.5,ja,1
1363558,12.6,475633,2.87,Ovrigt,4.11,nej,0
965487,15.8,429157,2.25,Ovrigt,2.92,nej,0
1948834,14.2,466367,4.18,Stockholm,2.63,nej,0
1300877,11.0,312490,4.16,Stockholm,3.35,nej,0
1552830,16.0,569148,2.73,Malmo,4.62,ja,1
1542202,14.3,359918,4.28,Ovrigt,3.44,nej,0
2117171,13.1,552799,3.83,Malmo,2.98,nej,0
5000000,22.2,932495,5.36,Malmo,3.35,nej,1
1319213,18.9,300000,4.4,Stockholm,3.82,ja,1
1051030,18.0,302597,3.47,Ovrigt,2.92,nej,0
3381819,16.0,549217,6.16,Stockholm,3.24,nej,1
5000000,13.3,1068675,4.68,Stockholm,2.71,nej,0
1430937,13.2,300000,4.77,Goteborg,2.61,nej,0
4441862,12.6,1060599,4.19,Goteborg,3.53,nej,1
4536727,11.9,630546,7.19,Stockholm,2.96,nej,1
2679019,21.4,574697,4.66,Stockholm,3.18,nej,0
1135406,25.0,408716,2.78,Malmo,2.74,nej,1
2645741,12.4,501568,5.27,Stockholm,3.85,ja,1
3530889,14.3,672829,5.25,Malmo,2.91,nej,1
1320388,11.4,389489,3.39,Stockholm,2.85,nej,0
2810099,22.9,561386,5.01,Goteborg,2.95,nej,0
2112686,11.6,419293,5.04,Goteborg,3.87,ja,1
3290966,12.9,440271,7.47,Stockholm,4.03,nej,1
5000000,17.2,1200000,4.17,Stockholm,3.66,nej,1
3191002,12.1,706176,4.52,Stockholm,3.0,nej,0
4010126,17.2,763223,5.25,Stockholm,2.82,nej,1
2010983,11.5,631031,3.19,Ovrigt,2.13,nej,0
2232391,11.8,338222,6.6,Stockholm,2.8,nej,0
3255080,14.7,806869,4.03,Ovrigt,2.54,nej,0
2010927,14.0,300000,6.7,Stockholm,3.23,nej,1
1746887,14.1,325296,5.37,Malmo,4.2,nej,0
1622793,14.5,333163,4.87,Ovrigt,2.96,nej,1
2237906,13.5,558321,4.01,Malmo,2.33,nej,0
3490617,15.3,533645,6.54,Goteborg,3.08,nej,1
1637558,18.1,457381,3.58,Goteborg,3.4,ja,0
3863398,13.6,594336,6.5,Stockholm,4.48,ja,1
1114103,19.1,300000,3.71,Ovrigt,2.07,nej,0
1366583,13.3,300000,4.56,Ovrigt,2.61,nej,1
1896816,15.3,535311,3.54,Ovrigt,3.66,nej,0
5000000,13.4,788180,6.34,Stockholm,2.26,nej,0
3691155,14.8,754490,4.89,Ovrigt,3.54,nej,1
1291072,10.7,300000,4.3,Ovrigt,2.8,nej,0
5000000,10.7,787899,6.35,Stockholm,3.82,nej,0
1895615,21.4,533128,3.56,Stockholm,3.17,nej,0
1762474,12.1,644474,2.73,Ovrigt,3.1,nej,0
3935073,18.0,665826,5.91,Malmo,3.56,nej,0
1823962,20.5,435601,4.19,Ovrigt,3.21,nej,0
3026253,12.7,521355,5.8,Stockholm,2.46,nej,1
1891242,15.8,587935,3.22,Ovrigt,2.89,nej,0
2670312,15.0,773562,3.45,Stockholm,2.22,nej,1
2238852,15.4,454168,4.93,Stockholm,2.68,nej,0
1938195,13.8,351119,5.52,Stockholm,2.0,nej,1
982321,17.2,356677,2.75,Ovrigt,4.6,nej,0
2519305,14.8,811115,3.11,Malmo,3.18,nej,0
3640861,12.2,773433,4.71,Goteborg,3.52,nej,1
1568530,17.9,313347,5.01,Goteborg,2.7,nej,1
851626,13.8,300000,2.84,Ovrigt,3.52,nej,0
4079961,22.8,814128,5.01,Goteborg,3.66,nej,1
1441053,13.3,300000,4.8,Ovrigt,3.76,nej,0
2740378,11.1,599420,4.57,Goteborg,3.15,nej,0
2312377,14.3,382151,6.05,Goteborg,3.81,nej,0
5000000,14.4,933613,5.36,Goteborg,2.84,nej,0
1610616,18.7,438813,3.67,Stockholm,3.42,nej,0
1524210,20.4,632442,2.41,Ovrigt,3.23,nej,1
2412672,12.6,526466,4.58,Goteborg,2.49,nej,0
3914520,12.3,660582,5.93,Stockholm,2.1,nej,0
1017600,14.8,300000,3.39,Ovrigt,3.02,nej,1
1202050,14.3,300000,4.01,Goteborg,3.02,nej,0
2335770,11.9,447652,5.22,Goteborg,3.04,nej,1
941701,15.5,441866,2.13,Ovrigt,3.83,nej,0
1766476,13.9,300000,5.89,Malmo,4.03,nej,0
1663646,13.5,386359,4.31,Stockholm,3.59,nej,1
2432091,20.1,501114,4.85,Ovrigt,3.55,nej,0
1596731,14.7,554122,2.88,Malmo,3.15,nej,0
2449101,21.8,565182,4.33,Stockholm,3.31,nej,1
3523723,14.7,815927,4.32,Stockholm,3.46,nej,0
1526566,14.0,300000,5.09,Ovrigt,3.28,nej,0
965435,11.7,383703,2.52,Malmo,3.56,nej,1
4926951,12.5,945199,5.21,Goteborg,3.23,nej,0
1938661,13.5,411403,4.71,Ovrigt,2.9,nej,0
1736866,19.0,421057,4.13,Ovrigt,3.36,nej,1
5000000,11.5,1200000,4.17,Stockholm,3.06,nej,0
2596735,18.7,341213,7.61,Stockholm,4.07,nej,0
5000000,11.4,821241,6.09,Stockholm,2.94,nej,0
2660618,17.3,778866,3.42,Ovrigt,4.92,nej,0
3072413,12.5,524424,5.86,Stockholm,4.18,nej,0
3672861,16.4,623966,5.89,Malmo,3.09,ja,1
1514435,14.5,300000,5.05,Ovrigt,3.95,nej,0
1053370,13.9,304159,3.46,Ovrigt,3.12,nej,0
4949743,12.1,696613,7.11,Stockholm,3.54,nej,1
1665782,17.6,550965,3.02,Ovrigt,4.15,nej,0
4620870,12.5,935068,4.94,Stockholm,2.73,nej,0
1961553,11.7,750017,2.62,Ovrigt,2.92,nej,0
2442496,19.4,581299,4.2,Stockholm,3.65,nej,1
4160614,18.3,788150,5.28,Goteborg,2.98,nej,1
1272273,17.6,349087,3.64,Ovrigt,2.0,nej,0
3685197,11.1,856694,4.3,Stockholm,3.78,nej,0
3298386,13.3,648875,5.08,Stockholm,3.42,nej,1
1547833,11.1,478432,3.24,Ovrigt,3.19,nej,0
2400628,14.4,474208,5.06,Ovrigt,3.28,nej,1
1646244,15.5,300000,5.49,Malmo,5.0,ja,1
1157364,18.1,300000,3.86,Malmo,3.81,nej,0
3193301,13.8,509414,6.27,Goteborg,3.05,ja,1
1462375,12.4,304092,4.81,Stockholm,3.27,nej,0
5000000,14.8,832746,6.0,Stockholm,3.91,nej,0
5000000,12.2,846294,5.91,Stockholm,3.9,nej,1
1499378,18.3,456282,3.29,Ovrigt,2.3,nej,0
1463879,15.4,300000,4.88,Malmo,2.9,nej,1
3302814,15.3,849204,3.89,Goteborg,2.52,nej,0
4169738,19.9,1104478,3.78,Goteborg,3.58,nej,0
1627422,15.4,424569,3.83,Ovrigt,2.66,nej,0
5000000,11.6,732496,6.83,Stockholm,4.13,nej,0
1959605,12.4,479594,4.09,Malmo,3.98,nej,1
3844522,15.1,604494,6.36,Goteborg,3.05,nej,0
2404106,12.6,421753,5.7,Malmo,2.44,nej,1
2594299,16.0,588995,4.4,Stockholm,2.73,nej,1
1909542,17.9,575092,3.32,Ovrigt,3.47,nej,0
4131713,13.2,1022999,4.04,Ovrigt,3.71,nej,1
1293948,11.9,300000,4.31,Malmo,3.18,nej,0
1203587,11.5,424418,2.84,Malmo,2.0,nej,0
1524375,16.9,300000,5.08,Ovrigt,3.61,nej,0
3302637,13.5,756766,4.36,Ovrigt,2.0,nej,0
2474411,17.2,472080,5.24,Stockholm,2.0,nej,1
1399076,11.8,300000,4.66,Malmo,3.8,nej,0
1602721,15.5,571074,2.81,Malmo,2.49,nej,0
4574814,15.8,982371,4.66,Goteborg,3.35,nej,1
2554825,11.0,522008,4.89,Ovrigt,3.63,ja,0
2082225,14.0,434486,4.79,Ovrigt,2.72,nej,1
1475157,15.1,471491,3.13,Ovrigt,4.08,ja,0
4129509,13.5,861074,4.8,Goteborg,2.87,nej,0
2703936,16.4,420971,6.42,Stockholm,3.23,nej,0
1200653,17.3,382797,3.14,Ovrigt,2.97,nej,0
774238,12.5,334009,2.32,Ovrigt,2.9,nej,0
2077358,16.6,374315,5.55,Stockholm,2.8,nej,0
1374266,12.8,351038,3.91,Ovrigt,2.66,nej,0
1335751,16.4,623490,2.14,Ovrigt,3.71,nej,0
1912307,16.4,613319,3.12,Goteborg,2.93,nej,0
1846524,18.4,572474,3.23,Malmo,2.52,nej,0
2120440,11.9,518445,4.09,Goteborg,2.95,nej,1
4205317,13.9,736253,5.71,Stockholm,2.88,nej,1
1988687,12.6,433550,4.59,Stockholm,2.96,nej,0
1042220,17.9,353697,2.95,Ovrigt,3.63,nej,0
4646621,17.2,644868,7.21,Stockholm,2.82,nej,0
2609157,18.4,667307,3.91,Stockholm,2.97,nej,0
2588417,13.0,555750,4.66,Goteborg,3.59,nej,1
2969281,12.2,462622,6.42,Goteborg,3.47,nej,1
1371507,15.3,344218,3.98,Ovrigt,2.79,nej,0
5000000,16.8,1200000,4.17,Stockholm,3.78,nej,1
4473595,11.5,858305,5.21,Stockholm,3.75,nej,1
1031528,12.2,472247,2.18,Ovrigt,3.7,nej,0
2332796,14.4,445394,5.24,Goteborg,3.38,nej,1
3053905,15.7,498576,6.13,Stockholm,3.1,nej,0
1473325,14.3,464018,3.18,Goteborg,2.56,nej,0
3593925,16.8,671407,5.35,Stockholm,3.25,ja,1
2224424,16.7,300000,7.41,Stockholm,3.84,ja,1
1061872,20.4,300000,3.54,Goteborg,3.87,ja,0
1714985,14.8,378983,4.53,Goteborg,4.02,ja,1
1520726,17.6,434893,3.5,Ovrigt,3.13,nej,0
2608765,13.1,444315,5.87,Goteborg,4.35,ja,0
4303991,15.8,799105,5.39,Malmo,4.18,nej,0
1547232,14.3,300000,5.16,Malmo,3.04,ja,1
2172324,16.8,442175,4.91,Stockholm,3.37,nej,1
2236473,14.3,812634,2.75,Malmo,3.23,nej,0
3046161,11.5,629353,4.84,Stockholm,4.59,ja,0
2365291,14.2,570310,4.15,Ovrigt,4.58,ja,1
5000000,18.1,1200000,4.17,Stockholm,4.51,nej,0
2395058,12.5,370451,6.47,Goteborg,3.63,nej,0
3049934,14.3,573936,5.31,Stockholm,4.2,ja,1
1438259,12.6,358982,4.01,Ovrigt,2.98,nej,0
1447765,17.0,300000,4.83,Goteborg,4.69,nej,1
1182885,17.2,390757,3.03,Malmo,2.74,nej,0
4543622,12.6,849518,5.35,Stockholm,3.69,nej,0
1861498,14.0,496945,3.75,Ovrigt,3.04,nej,0
5000000,11.7,765001,6.54,Stockholm,2.4,nej,1
1107662,15.8,344481,3.22,Ovrigt,4.23,nej,1
3541305,12.6,459346,7.71,Stockholm,2.15,nej,0
5000000,16.4,992222,5.04,Stockholm,2.0,nej,0
2130764,21.3,489467,4.35,Stockholm,3.62,nej,0
1918269,13.8,549977,3.49,Goteborg,3.02,nej,0
1414927,10.6,472283,3.0,Malmo,3.46,nej,0
5000000,12.2,1071625,4.67,Stockholm,3.86,ja,1
1293123,12.4,590405,2.19,Ovrigt,4.17,ja,0
1339027,15.2,300000,4.46,Goteborg,3.02,nej,0
1993215,17.3,304059,6.56,Goteborg,3.74,nej,0
3285069,13.1,616346,5.33,Goteborg,3.76,nej,1
2704329,13.8,476519,5.68,Goteborg,5.0,ja,1
1075527,11.9,368771,2.92,Malmo,4.69,ja,0
4843422,16.0,896497,5.4,Stockholm,3.14,nej,0
2930311,12.0,643697,4.55,Stockholm,3.62,nej,0
1956083,15.9,408800,4.78,Ovrigt,4.27,ja,1
1456997,11.4,546850,2.66,Ovrigt,3.45,nej,0
1900465,15.3,420818,4.52,Goteborg,2.41,nej,0
5000000,11.5,1118397,4.47,Stockholm,3.65,nej,0
1387750,10.2,322797,4.3,Malmo,3.95,ja,1
3781244,12.2,635884,5.95,Goteborg,4.29,nej,0
4560171,22.5,1059738,4.3,Stockholm,4.44,ja,1
1709859,16.7,344235,4.97,Stockholm,3.29,nej,1
1563770,18.0,348943,4.48,Ovrigt,3.14,nej,1
3037835,12.2,698634,4.35,Malmo,2.6,nej,0
4819287,15.4,948747,5.08,Stockholm,4.29,nej,0
1886904,12.6,557602,3.38,Stockholm,2.56,nej,0
2972561,13.0,445134,6.68,Stockholm,2.08,nej,1
3827694,16.7,648472,5.9,Malmo,4.17,ja,1
5000000,16.5,958782,5.21,Stockholm,3.25,nej,0
2678758,17.0,374795,7.15,Stockholm,3.36,nej,0
1098811,13.7,300000,3.66,Ovrigt,3.31,nej,0
2812773,22.9,653503,4.3,Stockholm,2.57,nej,1
1451417,15.6,569061,2.55,Malmo,3.42,nej,0
3297311,13.8,529862,6.22,Stockholm,3.01,nej,1
4305089,11.6,783649,5.49,Stockholm,2.92,nej,0
3060605,14.2,449524,6.81,Stockholm,4.05,nej,1
1257504,12.5,300000,4.19,Ovrigt,3.67,nej,0
1711062,11.5,337877,5.06,Ovrigt,2.62,ja,1
1495765,18.4,410566,3.64,Ovrigt,3.33,nej,0
1924247,13.6,437864,4.39,Goteborg,3.84,nej,0
1051076,16.3,300000,3.5,Malmo,3.11,ja,1
1625915,14.7,300000,5.42,Stockholm,3.08,ja,1
3511081,13.5,486194,7.22,Stockholm,3.8,nej,1
1290513,13.1,573241,2.25,Ovrigt,2.93,nej,0
5000000,17.4,987052,5.07,Stockholm,2.01,nej,0
5000000,18.5,960380,5.21,Stockholm,3.92,nej,1
2572522,18.0,430902,5.97,Stockholm,3.1,nej,0
1791304,13.7,376441,4.76,Stockholm,3.42,nej,0
3106682,20.7,728435,4.26,Stockholm,3.17,nej,1
1977877,17.6,570369,3.47,Malmo,3.87,nej,0
1688692,11.9,573818,2.94,Goteborg,3.29,ja,1
1061536,20.2,300000,3.54,Ovrigt,3.6,nej,0
688661,17.2,300000,2.3,Ovrigt,3.99,nej,0
3847189,13.3,590145,6.52,Stockholm,2.39,nej,0
3586592,18.1,725696,4.94,Stockholm,2.76,nej,0
2337724,15.6,664588,3.52,Goteborg,4.19,nej,0
2065519,18.6,468692,4.41,Malmo,3.85,nej,1
5000000,13.3,681678,7.33,Stockholm,2.71,nej,0
2257760,16.4,457689,4.93,Malmo,2.47,nej,1
2986629,14.2,643223,4.64,Goteborg,3.37,nej,0
2616870,11.5,501393,5.22,Malmo,4.4,ja,1
2805647,13.4,501969,5.59,Goteborg,3.16,nej,1
3919753,13.9,536409,7.31,Stockholm,4.6,nej,0
1130578,15.6,413542,2.73,Ovrigt,3.59,nej,0
2274267,12.1,485938,4.68,Ovrigt,2.7,nej,1
3070379,11.5,664632,4.62,Stockholm,3.83,nej,1
2295695,10.8,466181,4.92,Ovrigt,3.23,nej,0
3205893,22.1,836589,3.83,Goteborg,2.79,nej,0
